strategy,root,side,event_count,normalized_fraction,hit_rate,mean_trade_return_bp,median_trade_return_bp,p10_trade_return_bp,p90_trade_return_bp,mean_duration_hours,median_duration_hours,trade_tstat
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,PL,short_rich,11,0.0,0.45454545454545453,-6.718651765477904,-2.0730282662595467,-38.939179760098256,13.220661359237273,2.6666666666666665,0.75,-1.0944935432605278
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,SI,short_rich,6,0.0,0.3333333333333333,-2.0785973594748355,-3.0440508750068096,-12.524570320622264,9.332829117204566,2.361111111111111,2.0416666666666665,-0.4257580082921728
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,PA,short_rich,89,0.0,0.5617977528089888,1.7323743498985025,1.0366290882279916,-29.677406136312086,44.667956602002086,11.905430711610485,2.75,0.4469557642957064
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,GC,long_cheap,17,0.0,0.6470588235294118,3.9748975639968154,2.799043459340844,-4.144523996384985,14.643800095742293,1.980392156862745,0.9166666666666666,1.6149511972645918
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,HG,long_cheap,33,0.0,0.5454545454545454,6.78931816072161,5.545525327166866,-32.34919419267817,71.80324289777279,14.606060606060606,3.6666666666666665,1.0301948722449445
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,HG,short_rich,25,0.0,0.6,9.635018591685814,7.380945320559496,-33.985277223376315,41.92444582289602,14.570000000000002,6.333333333333333,1.19097353795721
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,PA,long_cheap,63,0.0,0.5714285714285714,10.165458914962892,6.8668708502928055,-28.048912038872274,44.71352679725987,6.985449735449734,1.75,2.3480888298818154
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,SI,short_rich,24,0.0,0.375,-4.481400233898314,-1.431373935889546,-21.670591259151603,13.355889410652908,2.1840277777777777,1.625,-1.3226670708701518
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,PA,short_rich,89,0.0,0.5617977528089888,1.7323743498985025,1.0366290882279916,-29.677406136312086,44.667956602002086,11.905430711610485,2.75,0.4469557642957064
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,PL,short_rich,67,0.0,0.582089552238806,2.4821650880664743,1.4187684214483909,-23.97567821708735,38.85276542375992,5.199004975124379,1.5,0.7938408491760577
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,GC,long_cheap,17,0.0,0.6470588235294118,3.9748975639968154,2.799043459340844,-4.144523996384985,14.643800095742293,1.980392156862745,0.9166666666666666,1.6149511972645918
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,HG,long_cheap,33,0.0,0.5454545454545454,6.78931816072161,5.545525327166866,-32.34919419267817,71.80324289777279,14.606060606060606,3.6666666666666665,1.0301948722449445
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,PA,long_cheap,63,0.0,0.5714285714285714,10.165458914962892,6.8668708502928055,-28.048912038872274,44.71352679725987,6.985449735449734,1.75,2.3480888298818154
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,HG,short_rich,37,0.0,0.6486486486486487,12.027915509501872,7.380945320559496,-32.29601769091467,52.167599502695495,13.369369369369368,4.5,1.9569609223635944
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos,PL,long_cheap,48,0.0,0.375,-11.064926871569812,-4.301213926656833,-51.27854256365249,18.104345385885583,7.083333333333333,2.0,-2.210720797564271
