feature,root,month,spearman_ic,pvalue,observations
rv_z_SI,HG,2023-07,-0.08634105411891371,1.1470526905208182e-06,3165
rv_z_SI,HG,2023-08,0.11997030124363821,5.567668918005871e-14,3901
rv_z_SI,HG,2023-09,-0.05524129903135426,0.0006423839719903623,3814
rv_z_SI,HG,2023-10,0.08476774144235137,6.8125197369662676e-09,4660
rv_z_SI,HG,2023-11,-0.02186303237811828,0.15668872265008396,4198
rv_z_SI,HG,2023-12,0.06501757194693018,4.534024750335464e-05,3929
rv_z_SI,HG,2024-01,-0.027335514773206063,0.06766591168225485,4469
rv_z_SI,HG,2024-02,0.05595000905235666,0.00041826881718196697,3973
rv_z_SI,HG,2024-03,0.09441687287675338,2.2483641563286126e-12,5503
rv_z_SI,HG,2024-04,0.16580929544169165,1.1985110710359165e-49,7874
rv_z_SI,HG,2024-05,0.036133396212070144,0.0033739425702824805,6580
rv_z_SI,HG,2024-06,0.03180275667414953,0.03057582657326347,4624
rv_z_SI,HG,2024-07,0.04721647324830344,0.0004473275112435937,5524
rv_z_SI,HG,2024-08,0.2122883348770452,2.8087914568812707e-57,5520
rv_z_SI,HG,2024-09,0.05463647455874266,6.572406512211645e-05,5331
rv_z_SI,HG,2024-10,0.036921576932436105,0.004994917973565096,5780
rv_z_SI,HG,2024-11,-0.049205754867845904,0.00026030102811542557,5504
rv_z_SI,HG,2024-12,0.09610538762392201,4.693285795051213e-10,4184
rv_z_SI,HG,2025-01,0.07653763717710664,1.3585012438458683e-07,4731
rv_z_SI,HG,2025-02,0.036125892144783324,0.0085386239526742,5299
rv_z_SI,HG,2025-03,0.05845539778136415,1.4541294392087578e-05,5494
rv_z_SI,HG,2025-04,0.0296419382853177,0.006848737049583066,8321
rv_z_SI,HG,2025-05,-0.005710027083974975,0.6259387377888784,7290
rv_z_SI,HG,2025-06,0.07419690395861905,1.2287956010964876e-09,6691
rv_z_SI,HG,2025-07,-0.036344516856521056,0.0029691976163514033,6680
rv_z_SI,HG,2025-08,-0.016301667693898514,0.20781660630082488,5972
