feature,root,horizon,bucket,bucket_type,observations,mean_bps,median_bps,vol_bps,tstat,hit_rate,sharpe_per_event,baseline_mean_bps,excess_mean_bps
md_rolling,HG,50,6,decile,22983,-0.48335039750460496,0.0,69.20518246109441,-1.0588314210646095,0.497367619544881,-0.006984309271582855,,
md_rolling,HG,50,7,decile,23058,0.2783206413106717,0.77568599021971,65.73214324505365,0.6429518360725928,0.5000433688958279,0.004234163494001321,,
md_rolling,HG,50,8,decile,23053,0.08161409855247659,0.8254570973376119,66.83324082382875,0.18541138248124592,0.5001952023597797,0.0012211602721407737,,
md_rolling,HG,50,9,decile,23074,0.9807121319286102,1.7545523116679895,70.22531060900737,2.1213353208613106,0.5091878304585248,0.013965223128579802,,
md_rolling,HG,50,10,decile,22771,1.3634606743869366,2.420721386791058,79.51346985837272,2.587575092679443,0.5148214834658118,0.01714754338875535,,
md_rolling,PL,1,1,decile,24069,-0.0911899078399301,0.0,13.72660974977099,-1.0306530990629557,0.45174290581245585,-0.006643294265829294,,
md_rolling,PL,1,2,decile,24087,0.07431036402832038,0.0,13.296540542125804,0.8673653785791156,0.4531074853655499,0.005588699090029616,,
md_rolling,PL,1,3,decile,24073,-0.16818930133266727,0.0,13.481504401216728,-1.9356423548716366,0.44909234411996846,-0.012475558834330679,,
md_rolling,PL,1,4,decile,24082,-0.10571998582082871,0.0,13.754500885062255,-1.1927750239201171,0.4450211776430529,-0.007686210259773466,,
md_rolling,PL,1,5,decile,24088,0.09443974290134298,0.0,13.404064482872263,1.0934996765933553,0.4490202590501495,0.007045604937369426,,
md_rolling,PL,1,6,decile,24089,0.10103149109897627,0.0,13.280000234649416,1.1807774913475462,0.44036697247706424,0.007607792870015974,,
md_rolling,PL,1,7,decile,24104,0.0329685343342615,0.0,13.927833458511174,0.3675027850145569,0.4439926983073349,0.002367097110434985,,
md_rolling,PL,1,8,decile,24108,-0.06264371089317686,0.0,14.51659164692124,-0.6700287031819312,0.44313091090094575,-0.004315318114391038,,
md_rolling,PL,1,9,decile,24103,0.07012548546060478,0.0,14.783732692593533,0.736422975965737,0.4514375803841845,0.004743422173463457,,
